SNS1_1,SNS1_2,SNS1_3,SNS1_4,SNS1_5,SNS1_6,SNS1_7,SNS1_8,POST1A,POST1B,POST1C,POST1D,POST1E,POST2_1,POST2_2,POST2_3,POST2_4,POST2_5,POST2_6,POST2_7,POST2_8,SOC2POSA,SOC2POSB,SOC2POSC,SOC2POSD,SOC2NEGA,SOC2NEGB,SOC2NEGC,SOC2NEGD,AGE,DURATION
0,1,0,1,1,1,0,0,3,3,4,3,3,1,1,1,0,0,1,0,0,3,1,2,1,3,3,2,2,15,15.8
0,0,1,0,1,0,0,0,3,4,3,3,4,0,0,1,1,0,0,1,0,1,2,1,1,3,2,3,2,16,13.43333333
0,1,0,1,1,0,0,0,3,2,3,2,2,0,0,1,0,0,0,0,0,3,2,2,3,3,3,3,3,17,9.3
0,1,0,1,1,0,0,0,2,4,4,3,2,0,1,1,0,0,0,0,0,3,3,3,3,3,3,2,3,17,30.25
1,1,1,0,1,0,0,0,1,2,2,1,3,1,1,1,0,1,1,0,0,2,2,2,2,2,2,2,3,13,17.9
0,1,1,0,1,0,0,0,2,3,1,3,4,0,0,1,0,0,0,0,0,2,2,1,2,3,2,3,3,15,11.78333333
0,1,0,0,1,0,0,0,2,3,4,2,4,0,0,0,0,0,0,0,1,3,2,1,3,3,3,3,3,15,23.93333333
0,1,0,0,0,0,0,0,2,2,2,2,3,1,0,1,0,0,0,0,0,2,3,2,3,3,3,3,3,16,10.03333333
1,1,1,1,0,0,0,0,2,2,2,2,3,1,0,1,0,0,0,0,0,2,2,1,3,3,2,2,3,13,7.016666667
1,1,1,1,1,0,0,0,2,3,2,2,2,1,0,0,0,0,0,1,0,2,2,2,2,2,2,2,2,15,9.316666667
1,1,0,0,0,0,0,0,2,3,1,3,2,0,1,0,0,0,0,0,0,2,2,1,2,2,1,2,1,13,7.683333333
0,1,0,0,1,0,0,0,4,2,2,3,3,1,0,1,0,0,0,0,0,2,1,1,2,2,1,3,3,13,13.68333333
0,1,0,1,1,0,0,0,2,2,3,2,2,1,0,1,0,0,1,1,0,2,2,3,3,3,2,2,2,14,12.05
0,1,1,1,1,0,0,0,1,2,1,4,4,0,0,1,0,0,0,1,0,1,3,2,3,3,3,2,3,14,16.4
0,1,1,1,1,0,0,0,1,4,4,2,1,0,0,1,0,0,0,0,0,2,2,1,2,2,2,1,3,13,31.95
1,0,0,1,1,0,0,0,2,1,2,3,2,1,0,1,1,0,0,1,0,2,1,1,2,3,1,3,2,13,17.96666667
0,0,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , ,13,8.75
0,1,1,0,1,0,0,0,2,3,2,2,3,1,0,1,0,0,0,1,0,1,2,1,1,3,2,3,3,15,10.16666667
0,1,0,0,0,0,0,0,4,4,4,4,4,0,0,0,0,0,0,0,1,2,3,2,3,3,2,3,3,16,11.01666667
0,1,1,0,0,0,0,0,3,4,2,2,4,0,0,0,0,0,0,0,1,2,3,2,2,3,1,1,1,17,7.55
0,1,1,1,0,0,0,0,2,3,2,3,3,1,0,1,0,0,0,0,0,2,1,1,2,2,2,1,1,15,13.45
1,1,1,1,1,0,0,0,2,2,2,1,3,1,0,1,0,0,1,0,0,1,1,1,1,2,3,3,2,16,18.01666667
0,0,0,0,1,0,0,0,4,4,4,4,4,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,15,16.51666667
1,1,1,1,0,0,0,0,2,4,3,3,2,0,0,0,0,0,0,1,0,1,2,1,2,3,1,2,3,17,21.7
0,0,0,0,1,0,0,0,4,4,4,4,4,0,0,0,0,0,0,0,1,3,2,2,3,3,3,3,3,13,21.83333333
0,1,1,1,1,0,0,0,3,3,3,2,3,0,0,0,0,0,0,0,1,3,3,3,3,3,1,3,3,16,13.48333333
0,1,1,1,1,0,0,0,3,2,4,3,3,1,0,0,0,0,0,0,0,1,2,2,2,3,2,3,3,17,11.38333333
1,1,0,1,1,0,0,0,3,3,2,2,2,1,0,1,0,0,0,0,0,2,2,1,2,2,2,1,1,14,19.1
0,1,0,1,1,0,0,0,3,4,3,4,4,0,0,0,0,0,0,0,1,2,3,2,3,3,3,3,3,15,14.68333333
0,1,0,1,1,0,0,0,3,3,3,3,3,1,0,0,0,0,1,1,0,3,3,3,3,2,1,2,3,15,27.28333333
0,1,0,1,1,1,0,0,1,3,2,2,1,1,1,1,1,0,0,1,0,1,1,1,1,3,2,1,1,17,13.66666667
0,0,0,1,1,0,1,0,4,4,3,3,4,0,0,0,0,0,0,0,1,2,2,2,2,3,3,3,3,17,13.61666667
0,1,1,1,1,0,0,0,3,2,2,2,4,0,0,0,0,0,0,0,1,1,2,2,1,3,2,3,3,16,11.2
0,0,0,0,1,0,0,0,4,4,4,4,4,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,13,17.83333333
0,0,0,0,1,0,0,0,4,2,4,4,3,1,0,0,0,0,0,0,0,2,2,2,2,3,3,3,2,14,31.73333333
0,1,0,1,1,1,0,0,2,2,2,3,4,1,0,1,0,1,0,1,0,1,1,1,1,2,2,1,1,14,16.35
0,1,0,1,1,0,0,0,2,2,3,1,4,1,0,1,1,0,1,1,0,2,2,1,1,2,1,3,3,17,23.83333333
0,0,0,1,1,0,0,0,2,3,3,2,3,1,0,1,0,1,0,1,0,1,1,1,1,3,1,2,3,13,13.33333333
1,1,1,1,1,0,0,0,4,4,3,4,1,0,0,0,0,0,0,0,1,3,2,1,3,3,3,3,3,15,12.7
1,1,1,0,0,0,0,0,1,3,2,1,3,1,0,1,0,0,0,1,0,2,2,2,2,3,3,3,3,13,14.16666667
1,1,1,0,1,1,0,0,4,2,3,1,3,0,0,0,0,0,0,0,1,2,2,2,2,1,1,1,1,16,11.41666667
0,0,0,0,1,0,0,0,4,4,4,4,4,0,0,0,0,0,0,0,1,2,1,2,2,3,2,3,3,14,24.05
0,1,1,1,0,0,0,0,2,3,2,1,4,1,0,0,0,0,1,1,0,2,1,1,1,3,2,3,2,17,11.95
0,0,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , ,15,4.616666667
0,1,0,1,1,0,0,0,1,4,2,2,2,1,0,0,0,0,0,1,0,2,2,1,2,3,2,3,3,14,14.1
1,1,1,1,1,1,0,0,2,3,2,3,3,1,0,1,0,0,0,1,0,2,2,2,2,2,2,2,2,16,9.25
0,1,0,0,1,0,0,0,2,2,2,2,2,0,0,0,1,0,0,0,0,2,2,2,2,2,2,2,2,14,17.23333333
1,1,1,1,1,0,0,0,4,4,4,2,4,1,0,0,0,0,0,0,0,2,2,2,3,3,2,3,3,15,34.43333333
1,0,1,0,1,0,0,0,3,3,2,2,3,1,0,0,0,0,0,1,0,2,3,2,2,3,2,3,2,17,19.76666667
0,0,0,1,0,0,0,0,3,4,4,1,4,0,0,0,0,0,0,0,1,1,1,2,1,3,3,2,2,13,9.966666667
0,0,0,0,1,0,0,0,4,4,4,4,4,0,0,0,0,0,0,0,1,3,3,3,3,1,2,2,2,13,25.05
1,1,1,1,1,0,0,0,1,1,3,1,4,0,0,0,0,0,0,0,1,98,98,98,98,3,3,3,3,15,13.66666667
0,0,1,0,1,0,0,0,4,3,3,4,4,0,0,0,0,0,0,0,1,3,2,2,3,3,3,3,3,17,11.23333333
0,1,1,1,1,0,0,0,4,2,4,3,2,1,0,0,0,0,0,0,0,2,2,2,2,3,1,1,1,13,13.31666667
1,1,1,1,1,1,1,0,1,2,1,1,3,1,1,1,0,1,0,1,0,1,1,1,1,2,1,1,1,17,12.93333333
1,1,1,1,1,0,0,0,3,1,1,1,1,1,0,1,0,0,0,1,0,3,1,2,1,3,3,1,2,17,16.91666667
1,1,1,1,1,0,0,0,2,2,1,2,2,1,1,1,0,0,0,0,0,2,2,1,3,3,2,2,2,15,13.88333333
1,1,0,1,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0,1,3,3,3,3,3,2,3,3,16,8.583333333
0,1,0,1,1,0,0,0,4,2,4,4,2,0,0,0,0,0,0,0,1,2,3,2,3,3,3,2,3,14,20.83333333
0,0,0,1,1,0,0,0,2,4,1,2,4,0,0,0,0,0,0,0,1,3,2,2,3,3,3,3,2,14,27.96666667
0,1,0,1,1,0,0,0,1,1,2,2,3,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,2,14,18.7
0,1,0,1,0,0,0,0,3,3,3,3,4,1,0,1,0,0,0,0,0,3,3,3,2,3,2,3,3,16,34.9
0,1,0,1,1,0,0,0,2,4,2,4,4,0,0,0,0,0,0,1,0,1,2,2,2,3,3,3,3,17,13.08333333
0,0,1,0,1,0,0,0,4,2,2,3,3,0,0,0,1,0,0,1,0,2,2,2,2,2,3,1,3,13,17.16666667
0,1,1,1,0,0,0,0,1,4,3,3,4,1,0,0,0,0,0,0,0,2,2,2,2,3,3,3,3,17,15.13333333
1,1,0,1,1,1,0,0,2,1,2,1,2,1,0,1,1,0,0,1,0,1,1,2,1,3,3,3,3,17,11.71666667
0,1,0,1,0,0,0,0,1,4,3,2,3,0,0,0,0,0,0,0,1,1,1,1,2,3,2,2,3,16,29.66666667
0,1,0,1,1,0,0,0,2,2,2,2,2,1,0,1,0,0,1,0,0,2,1,1,3,3,2,1,2,13,18.73333333
1,1,1,1,1,0,0,0,3,1,1,1,2,1,1,0,0,1,0,1,0,1,1,1,1,2,2,2,2,17,11.28333333
1,1,1,1,1,0,0,0,4,4,4,3,4,0,0,0,0,0,0,0,1,3,3,2,2,3,2,3,3,15,8.966666667
0,1,0,1,1,0,0,0,3,3,3,2,3,1,0,0,0,1,0,0,0,2,2,2,2,3,3,3,3,14,17.98333333
0,1,1,1,1,0,0,0,1,3,2,2,4,1,0,1,0,0,0,0,0,2,2,1,2,3,2,3,3,13,24.9
0,0,0,1,0,0,0,0,2,4,4,4,4,0,0,0,0,0,0,0,1,3,3,2,2,3,3,3,3,16,10.93333333
1,0,1,0,1,0,0,0,3,2,3,3,3,0,0,1,0,0,1,0,0,3,2,2,3,3,2,3,2,14,12.36666667
0,0,0,0,1,0,0,0,4,4,4,4,4,0,0,0,0,0,0,0,1,3,2,3,3,3,3,3,3,16,11.6
0,1,1,1,1,0,0,0,3,4,4,4,3,0,0,1,0,0,0,1,0,2,3,2,3,3,3,2,3,17,13.15
1,1,1,1,1,0,0,0,1,1,1,3,1,0,0,1,0,0,0,1,0,1,1,3,1,3,1,2,2,14,22.28333333
1,1,1,1,1,0,0,0,3,4,3,2,3,0,0,1,0,0,0,1,0,2,2,1,2,3,3,3,3,15,14.11666667
1,0,0,0,0,0,0,0,4,4,4,3,4,0,0,0,0,0,0,0,1,3,3,2,3,3,3,3,3,16,23.41666667
0,1,0,0,1,0,0,0,3,2,4,2,4,0,0,0,0,0,0,0,1,2,2,3,2,3,2,3,3,13,9.4
0,0,0,0,1,0,0,0,4,2,4,4,4,0,0,0,0,0,0,0,1,3,3,3,3,3,1,3,3,13,19.7
0,0,1,0,0,0,0,0,2,4,2,2,4,1,1,1,0,0,0,1,0,3,2,2,2,3,3,3,3,13,16.5
1,1,1,1,1,0,0,0,3,3,4,3,4,0,0,0,0,0,0,0,1,2,2,2,3,2,3,1,2,16,12.36666667
0,1,1,1,1,0,0,0,2,2,2,2,3,0,0,1,0,0,0,1,0,3,2,2,2,3,3,3,3,17,11.11666667
0,1,0,1,1,1,0,0,3,3,3,2,3,1,0,1,0,0,0,1,0,2,1,2,2,2,2,2,3,15,12.01666667
0,1,1,1,1,0,0,0,4,4,3,4,4,0,0,0,0,0,0,0,1,2,3,2,3,3,2,3,2,15,14.21666667
1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,14,30.33333333
0,1,1,1,1,0,0,0,3,3,3,1,2,1,1,0,0,0,0,1,0,1,1,1,1,3,3,3,3,15,10.33333333
0,0,0,1,0,0,0,0,4,3,4,3,4,0,0,0,0,0,0,0,1,1,3,1,1,3,1,3,3,13,12.45
1,1,0,1,1,0,0,0,3,4,3,2,2,0,0,0,0,0,0,0,1,1,3,1,3,3,3,2,2,13,12.81666667
0,1,0,1,1,1,0,0,3,2,4,2,3,1,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,15,16.65
1,1,1,1,1,1,0,0,3,3,2,1,4,0,1,1,1,0,0,1,0,1,1,1,1,3,2,2,1,16,19.11666667
0,1,1,1,1,0,0,0,1,1,1,1,3,0,1,0,0,1,0,1,0,2,3,1,2,3,1,2,1,15,12.38333333
0,1,0,0,1,0,0,0,1,3,1,2,4,1,0,0,0,1,0,1,0,1,1,1,1,3,3,3,2,13,27.35
1,1,1,1,1,1,0,0,1,1,1,1,3,1,1,0,0,1,0,1,0,1,1,1,1,2,1,1,1,13,8.683333333
1,1,1,1,1,0,0,0,2,2,2,2,2,1,1,1,0,1,0,1,0,2,2,2,2,3,2,3,3,13,33.68333333
1,1,1,1,1,0,0,0,2,3,2,2,4,1,0,1,0,0,0,1,0,1,2,1,1,3,1,3,2,15,35.78333333
0,1,1,1,1,0,0,0,2,2,2,3,2,1,0,1,0,0,1,0,0,2,2,3,2,3,3,3,3,17,27.05
0,1,1,0,1,0,0,0,4,4,3,4,2,1,0,1,0,0,0,0,0,3,2,3,3,3,3,3,3,13,31.03333333
0,0,0,0,1,0,0,0,4,4,4,4,4,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,13,10.3
0,0,1,0,1,0,0,0,3,3,2,2,3,1,0,0,0,0,0,0,0,2,2,2,3,3,3,3,3,17,21.31666667
0,1,1,0,1,0,0,0,4,4,4,4,4,1,0,0,0,0,0,0,0,3,2,2,3,3,3,3,3,13,27.03333333
0,1,0,1,1,0,0,0,2,3,4,2,3,0,0,0,0,0,0,0,1,2,2,2,3,3,2,2,3,17,23.85
1,1,0,1,0,0,0,0,1,3,1,2,1,1,0,1,1,0,0,1,0,1,1,1,1,2,2,1,1,17,17.18333333
0,1,1,0,1,0,0,0,2,1,4,3,2,1,0,1,0,0,0,0,0,2,2,2,2,3,3,2,2,14,14.26666667
0,0,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , ,13,13.38333333
1,1,1,0,1,0,0,0,2,4,1,4,4,0,0,0,0,0,0,0,1,3,2,2,3,3,3,3,3,17,10.7
1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,3,3,3,3,17,10.18333333
1,1,0,1,1,0,0,0,3,2,2,2,3,1,0,0,0,0,0,0,0,1,1,2,1,2,2,3,2,17,13.85
0,0,0,1,1,0,0,0,1,2,2,2,1,1,0,1,0,0,0,0,0,3,2,2,2,3,3,2,3,15,15.23333333
0,1,0,1,0,0,0,0,3,4,3,3,3,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,14,18.31666667
0,0,1,0,0,0,0,0,2,2,3,2,3,0,0,1,0,0,0,0,0,2,2,2,2,3,2,3,3,15,13.06666667
1,1,1,1,1,0,0,0,2,1,2,3,2,1,1,1,1,1,1,1,0,1,1,1,2,3,3,3,3,15,10.03333333
1,1,1,1,1,0,0,0,2,1,1,1,4,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,14,10.88333333
0,1,0,0,0,0,0,0,4,3,3,3,4,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,15,29.65
0,1,1,1,1,0,0,0,3,4,4,1,4,1,0,0,0,0,0,1,0,2,1,1,1,2,2,2,2,17,12.35
0,0,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , ,14,20.56666667
0,0,0,1,1,0,0,0,2,3,4,4,4,0,0,0,0,0,0,1,0,2,2,2,3,2,2,2,2,17,28.61666667
1,0,0,1,1,0,0,0,4,4,3,1,4,1,1,1,0,0,0,0,0,1,1,1,1,3,3,2,2,14,10.56666667
0,1,0,0,1,0,0,0,4,1,1,1,4,0,0,0,0,0,0,0,1,1,1,1,1,3,3,2,3,13,14.58333333
0,1,0,0,1,0,0,0,3,4,3,4,2,1,0,0,1,0,0,0,0,2,1,2,3,3,3,3,3,13,11.06666667
0,1,0,1,1,0,1,0,2,3,3,1,4,0,0,0,0,0,0,0,1,2,2,2,2,2,2,3,3,17,14.2
0,1,0,1,1,0,1,0,2,1,2,3,1,1,0,0,0,0,0,1,0,2,1,1,2,3,3,2,2,14,14.36666667
0,1,1,1,1,0,0,0,3,2,3,3,3,0,0,0,0,0,0,0,1,2,2,2,2,3,2,2,3,14,12.03333333
0,0,1,1,1,0,0,0,3,3,2,2,3,1,0,1,0,0,0,0,0,2,2,3,2,3,2,3,3,15,10.48333333
0,1,1,0,1,0,0,0,2,2,4,2,4,1,0,1,1,0,1,0,0,3,3,2,3,3,3,3,3,13,51.75
0,1,0,0,1,0,0,0,4,4,4,4,4,0,0,0,0,0,0,0,1,3,2,2,3,3,3,3,3,15,9.6
0,1,0,1,0,0,0,0,2,2,2,2,3,0,0,0,0,1,0,1,0,2,1,1,2,3,3,3,3,14,22.23333333
0,1,0,0,1,0,0,0,3,2,3,2,4,1,0,1,0,0,1,0,0,1,2,1,1,3,3,2,1,14,23.05
0,0,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , ,16,12.25
0,1,1,1,1,0,0,0,2,1,2,1,3,1,1,1,0,1,0,1,0,2,2,2,1,2,3,1,2,17,16.46666667
0,1,1,1,1,0,0,0,2,4,3,3,4,1,1,1,0,0,0,0,0,2,1,1,2,2,2,3,3,16,14.58333333
0,0,1,0,1,0,0,0,98,3,2,2,3,1,0,1,1,0,0,0,0,1,2,2,2,3,2,2,2,17,12.71666667
0,0,0,0,1,0,0,0,3,3,3,3,3,1,0,0,0,0,1,1,0,1,1,1,1,3,3,3,3,14,12.81666667
1,1,1,1,1,0,0,0,2,2,1,3,4,0,0,1,0,0,0,0,0,1,3,2,2,3,1,1,1,14,21.75
0,0,0,0,1,0,0,0,4,4,4,4,4,0,0,0,0,0,0,0,1,2,2,2,2,3,3,3,3,13,8.2
1,1,0,1,1,0,1,0,1,3,3,2,4,1,1,0,0,0,0,1,0,1,2,1,1,3,2,1,1,15,9.433333333
1,1,1,1,1,0,0,0,2,2,3,4,4,1,1,1,0,0,1,0,0,1,1,1,2,3,3,2,2,15,12.61666667
0,0,1,0,1,0,0,0,4,4,4,4,4,0,0,0,0,0,0,0,1,2,1,2,1,3,2,2,1,13,29.91666667
1,1,0,0,1,0,0,0,2,1,2,2,3,1,1,1,0,0,0,0,0,2,1,2,1,3,2,1,2,16,6.566666667
0,1,0,0,1,0,0,0,4,2,2,3,3,1,0,1,0,0,0,0,0,2,2,3,2,3,2,1,2,16,25.06666667
1,0,1,0,1,0,0,0,3,2,3,2,2,1,0,1,1,0,1,1,0,1,2,1,1,3,2,1,2,13,19.26666667
1,1,1,1,1,0,1,0,4,1,4,2,2,1,0,0,0,0,0,0,0,2,1,1,1,3,3,3,2,16,15.78333333
0,1,0,1,1,0,0,0,2,4,2,1,4,1,0,1,0,0,0,1,0,1,1,1,1,3,2,3,2,13,15.81666667
1,1,1,1,1,0,0,0,3,2,4,2,3,1,0,1,0,0,0,0,0,3,2,2,2,3,3,3,3,13,26.91666667
1,1,1,1,1,0,0,0,1,2,2,2,2,1,0,1,0,0,0,1,0,2,1,1,2,3,2,3,3,17,12.35
0,1,0,1,1,0,0,0,4,4,4,2,4,0,0,0,0,0,0,0,1,2,2,1,3,3,3,2,2,17,16.83333333
1,0,1,1,1,0,0,0,2,3,3,2,2,0,0,0,0,0,0,1,0,2,3,2,1,2,2,1,2,17,11.9
0,0,1,0,1,0,0,0,4,4,4,4,4,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,13,18.51666667
0,1,0,1,1,0,0,0,4,4,4,4,4,0,0,0,0,0,0,0,1,3,3,2,3,2,3,3,3,14,10.45
1,0,1,1,1,0,0,0,4,3,3,2,2,0,0,1,0,1,0,0,0,2,2,1,1,3,2,3,3,17,16.76666667
0,1,1,1,1,0,0,0,3,3,3,3,4,1,0,1,0,0,0,0,0,3,3,2,2,3,3,3,3,14,12.65
1,1,1,1,0,0,0,0,3,2,3,4,4,1,0,1,0,0,1,0,0,2,2,2,2,3,2,3,3,16,10.15
0,1,1,1,0,0,0,0,2,4,4,4,3,0,0,1,0,0,0,0,0,1,1,1,1,3,3,3,3,17,9.25
0,1,0,1,0,0,0,0,2,4,3,3,4,1,0,1,0,0,0,1,0,2,2,2,2,3,3,3,3,16,9.166666667
0,0,0,0,1,0,0,0,3,1,4,2,2,0,0,1,0,0,0,0,0,2,1,2,2,3,3,1,2,13,19.16666667
0,0,1,1,1,0,0,0,3,4,3,3,2,0,0,0,0,0,0,1,0,3,3,2,3,3,2,3,3,14,16.58333333
0,0,1,1,1,0,0,0,2,2,2,1,2,0,0,0,0,0,0,0,1,2,2,2,2,3,3,2,3,13,16.5
0,0,0,0,1,0,0,0,3,4,4,4,3,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,17,18.06666667
0,0,1,0,1,0,0,0,2,4,3,4,4,0,0,1,0,0,0,0,0,3,3,2,3,3,3,3,3,13,15.35
1,1,1,0,1,0,1,0,4,2,3,1,1,1,0,1,0,0,0,1,0,1,1,1,1,3,2,2,3,13,24.45
1,1,0,1,1,0,0,0,2,2,2,3,3,1,0,0,0,0,0,1,0,2,2,2,2,3,2,2,2,15,12.2
1,1,1,1,1,1,1,0,2,2,1,2,1,1,0,1,0,0,0,0,0,3,3,1,2,3,2,2,2,14,31.76666667
1,1,1,1,1,0,0,0,2,3,2,3,3,1,1,1,0,1,0,1,0,2,2,2,2,3,2,3,3,16,18.2
1,1,1,1,1,0,0,0,1,2,2,1,4,1,0,1,0,0,0,0,0,1,2,1,1,3,3,2,2,15,12.61666667
0,1,0,1,0,0,0,0,1,3,1,2,4,1,0,1,0,0,0,0,0,2,2,2,2,3,3,3,3,16,12.25
1,1,1,1,1,0,0,0,1,1,3,3,1,1,1,1,1,1,1,1,0,2,2,2,1,2,1,2,1,16,31.21666667
0,1,1,1,1,0,0,0,2,4,2,4,4,1,0,1,0,0,0,0,0,2,2,2,2,3,2,3,3,16,11.56666667
0,0,1,1,1,0,0,0,2,2,4,2,4,0,0,0,0,0,0,0,1,3,2,3,3,3,3,3,3,13,13.96666667
1,1,1,1,1,0,0,0,2,4,3,4,4,1,1,1,0,0,0,0,0,2,1,1,2,1,1,2,1,17,16.83333333
0,1,0,0,1,0,0,0,4,4,3,2,4,0,0,0,0,0,0,0,1,1,3,1,2,2,2,3,3,15,37.75
1,1,1,1,1,0,0,0,2,4,2,2,98,0,1,1,0,0,0,0,0,2,3,2,3,2,1,1,1,17,15.38333333
0,1,0,1,1,0,0,0,2,1,3,4,2,0,0,0,0,0,0,0,1,3,2,3,3,3,3,3,2,14,16.06666667
0,1,0,1,0,0,0,0,1,2,2,2,3,0,0,0,0,0,0,1,0,3,3,3,3,2,1,1,1,15,29.23333333
0,1,0,1,1,0,0,0,3,3,4,3,3,1,0,1,0,0,0,0,0,2,2,2,2,3,3,2,2,13,12.95
0,1,1,1,1,0,0,0,2,3,3,1,3,1,0,1,0,0,1,0,0,1,1,1,1,3,2,2,1,13,16.5
1,1,1,1,1,0,0,0,1,2,2,1,1,1,0,1,0,0,0,1,0,1,1,1,2,3,3,2,2,17,14.78333333
0,1,0,1,1,0,0,0,3,4,2,3,2,1,1,1,0,0,0,1,0,3,2,2,2,2,2,2,2,16,7.683333333
0,0,0,0,1,0,0,0,4,4,4,4,4,0,0,0,0,0,0,0,1,3,2,3,3,3,3,3,2,14,33.78333333
0,1,0,1,1,0,0,0,3,4,4,4,4,0,0,0,0,0,0,0,1,3,3,2,3,3,3,3,3,14,28.98333333
0,1,1,0,1,1,0,0,4,2,4,2,4,1,0,1,0,0,0,0,0,1,1,1,2,3,3,3,1,17,19.76666667
1,1,1,1,1,0,0,0,1,1,2,2,4,0,0,0,0,0,0,0,1,2,2,1,3,98,98,98,98,17,9.65
0,0,0,0,1,0,0,0,4,4,4,4,4,0,0,0,0,0,0,0,1,3,1,3,3,3,3,3,3,13,20.21666667
0,1,1,1,1,0,0,0,2,3,3,2,3,0,0,0,0,0,1,1,0,1,1,1,1,3,2,2,3,13,30.05
0,1,1,0,1,0,0,0,3,4,3,3,3,0,0,0,0,0,0,0,1,2,2,1,2,3,3,3,3,15,11.8
0,1,0,1,0,0,0,0,2,2,3,2,2,1,0,1,0,0,0,1,0,2,2,2,2,3,3,3,2,13,7.116666667
0,1,0,1,1,0,0,0,2,3,2,4,2,1,0,0,0,0,0,1,0,2,3,1,2,2,3,2,2,14,30
1,1,1,1,1,0,0,0,1,1,2,3,2,1,1,0,1,0,1,1,0,1,2,1,2,3,3,1,2,16,17.43333333
0,1,0,1,1,0,0,0,4,4,4,4,4,0,0,0,0,0,0,0,1,2,1,2,2,3,3,3,3,17,12.21666667
0,0,0,1,1,0,0,0,2,4,4,3,4,1,0,0,0,0,0,0,0,3,2,2,2,2,1,2,2,15,15.21666667
0,1,0,1,1,0,0,0,1,3,1,3,4,1,1,1,0,1,0,1,0,1,1,2,2,2,3,1,1,16,30.26666667
1,1,1,1,1,0,0,0,3,2,4,2,4,0,0,0,0,0,0,0,1,2,3,2,3,3,3,3,3,14,55.3
1,1,0,1,1,0,1,0,3,4,2,4,3,1,0,0,0,0,0,0,0,3,1,2,2,2,2,2,1,15,9.766666667
0,1,0,1,1,0,0,0,4,2,3,2,4,0,0,0,0,0,0,0,1,3,3,2,2,3,3,3,3,14,16.56666667
1,1,1,1,1,1,1,0,1,2,3,2,4,0,0,0,0,0,0,0,1,2,2,2,2,3,3,1,1,16,15.8
1,1,1,1,1,0,0,0,1,98,2,2,4,1,1,1,1,0,1,1,0,2,3,2,2,2,2,1,2,13,13.03333333
1,0,1,1,1,0,0,0,2,1,2,2,3,0,0,0,0,0,0,0,1,2,2,2,2,3,3,3,3,15,11.61666667
0,1,0,0,0,0,0,0,2,3,3,3,3,1,0,0,0,0,0,0,0,2,2,2,1,3,3,3,2,16,17.63333333
1,1,1,1,1,1,0,0,1,1,2,2,3,0,1,0,1,1,1,1,0,2,3,2,2,2,1,1,2,14,20.03333333
1,0,1,1,0,0,0,0,2,3,2,2,3,1,0,0,0,0,0,0,0,2,2,2,1,3,2,3,3,16,39.43333333
0,1,0,1,1,0,0,0,3,4,4,3,4,0,0,1,0,0,0,0,0,1,1,1,1,2,3,3,1,13,20.48333333
0,1,0,1,0,0,0,0,2,2,3,3,3,1,0,0,0,0,0,1,0,2,2,2,3,1,1,1,2,14,11.4
0,0,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , ,13,24.4
0,0,0,0,1,0,0,0,4,4,4,4,4,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,14,7.55
0,0,0,1,1,0,0,0,4,3,2,2,4,1,0,0,0,0,0,0,0,1,2,1,1,3,2,3,2,16,16.2
0,1,0,1,1,0,0,0,2,3,3,1,4,1,0,1,0,0,0,0,0,1,1,1,1,3,2,3,3,13,19.73333333
0,1,0,1,1,0,0,0,2,4,2,2,3,0,1,0,0,0,0,0,0,1,2,1,3,3,2,1,1,15,12.05
0,1,1,1,1,0,0,0,2,2,2,4,3,1,1,1,0,1,0,1,0,1,1,3,3,3,3,1,2,14,42.2
0,0,1,1,1,0,0,0,3,3,3,1,3,0,0,0,0,0,0,0,1,3,1,1,2,3,3,3,3,13,7.05
0,1,0,0,1,0,0,0,1,2,2,2,4,1,0,1,0,0,0,1,0,2,2,2,2,2,1,2,2,14,25.06666667
0,0,1,1,0,0,0,0,2,2,2,2,2,1,0,0,0,0,0,0,0,2,2,2,2,2,2,1,1,15,4.1
0,1,0,1,1,0,0,0,3,3,2,2,4,0,0,1,0,0,0,0,0,3,3,2,3,3,2,2,2,13,11.45
0,1,0,0,1,0,0,0,3,4,2,1,4,1,0,0,0,0,0,0,0,2,2,1,2,2,2,1,2,13,19.5
